id,color_side,color_top,WKT,lon,lat
279978082,浅灰,深灰,"MultiPolygon (((24.92419603 60.18696682, 24.92445477 60.18677702, 24.92448088 60.18677754, 24.92446432 60.18678969, 24.92446297 60.18680642, 24.92443161 60.18682942, 24.92443009 60.18684824, 24.92441909 60.18685632, 24.92437855 60.18685551, 24.92437508 60.18689843, 24.92434329 60.18692176, 24.9243929 60.18693847, 24.92444775 60.18693957, 24.9244639 60.18692773, 24.92448544 60.18693499, 24.92461412 60.18693755, 24.92445518 60.18705414, 24.92419603 60.18696682)))",24.924395165277854,60.1869502897995
282301352,灰色,白色,"MultiPolygon (((24.92189481 60.18865816, 24.92200378 60.18858795, 24.92208785 60.18862019, 24.92197888 60.18869041, 24.92189481 60.18865816)))",24.921991329574634,60.188639178417006
281720286,蓝色,蓝色,"MultiPolygon (((24.910031 60.15686444, 24.90964864 60.15722163, 24.90960894 60.15721111, 24.90958729 60.15723133, 24.90948283 60.15720364, 24.90982673 60.15688237, 24.90983718 60.15688514, 24.90989728 60.15682899, 24.910031 60.15686444)))",24.909757856801487,60.15703309635312
281120293,蓝色,灰色,"MultiPolygon (((24.91319106 60.15508941, 24.91315636 60.15505926, 24.91327852 60.15502443, 24.91338033 60.15511287, 24.9132319 60.15515519, 24.91316481 60.1550969, 24.91319106 60.15508941)))",24.913261287374272,60.15509056255006
280433182,白色,灰色,"MultiPolygon (((24.93177138 60.15365239, 24.93185947 60.15352158, 24.93194487 60.15353582, 24.93185679 60.15366663, 24.93177138 60.15365239)))",24.93185812664571,60.15359410613393
282987544,深蓝色,深蓝色,"MultiPolygon (((24.90622214 60.16378626, 24.90627913 60.16394948, 24.90622286 60.16395434, 24.90619254 60.16386755, 24.90607278 60.16387791, 24.90604608 60.16380148, 24.90622214 60.16378626)))",24.90617099375733,60.16385243816369
280478707,灰色,灰色,"MultiPolygon (((24.92726245 60.16072007, 24.9271921 60.16072917, 24.92710782 60.16056791, 24.92717816 60.16055881, 24.92726245 60.16072007)))",24.927185133479284,60.16064399178367
282332181,灰色,深灰色,"MultiPolygon (((24.92961473 60.15679516, 24.92967387 60.15669722, 24.92975751 60.15670972, 24.92969838 60.15680766, 24.92961473 60.15679516)))",24.92968612186206,60.15675244088041
283127482,灰色,深蓝色,"MultiPolygon (((24.91644104 60.14957052, 24.91623284 60.14962024, 24.91618747 60.14957317, 24.91639567 60.14952345, 24.91644104 60.14957052)))",24.91631426,60.14957184499999
280336287,白色,灰色,"MultiPolygon (((24.91278199 60.14804409, 24.91288586 60.14793169, 24.91292792 60.14794133, 24.91282406 60.14805372, 24.91278199 60.14804409)))",24.912854957054765,60.147992707567
282160804,白色,灰色,"MultiPolygon (((24.91251583 60.14810714, 24.91246192 60.14809771, 24.91245061 60.14811372, 24.9123957 60.14810411, 24.91247877 60.14798647, 24.912548 60.14799858, 24.91255807 60.14798432, 24.91259768 60.14799125, 24.91251583 60.14810714)))",24.912495900279605,60.14804826460254
280265236,浅灰,浅灰,"MultiPolygon (((24.92280162 60.19205436, 24.92296903 60.1918699, 24.92309829 60.19189889, 24.92293088 60.19208336, 24.92280162 60.19205436)))",24.922949954671346,60.19197662850556
282788351,灰色,灰色,"MultiPolygon (((24.90600586 60.15417363, 24.90615338 60.15424192, 24.90615338 60.15425126, 24.90626524 60.15430304, 24.90628438 60.15430304, 24.90634781 60.15433241, 24.90634493 60.15433241, 24.90642278 60.15436845, 24.90638872 60.15436845, 24.90636627 60.15438046, 24.90640918 60.15438046, 24.90643501 60.15436664, 24.90643501 60.1543843, 24.9064734 60.15440207, 24.90641892 60.15443122, 24.90641892 60.15440849, 24.90633577 60.15440849, 24.90633577 60.15439781, 24.90631431 60.15439781, 24.90631431 60.15437512, 24.90624794 60.15437512, 24.90608934 60.1543017, 24.90609511 60.1543017, 24.90607204 60.15429103, 24.90603743 60.15429103, 24.90600586 60.15427641, 24.90600586 60.15417363)))",24.906202011209324,60.154307821727045
281679606,白色,蓝色,"MultiPolygon (((24.91345108 60.14796627, 24.91338598 60.14795462, 24.91337526 60.14796946, 24.91333014 60.14796138, 24.91341263 60.14784724, 24.91348008 60.14785932, 24.91349204 60.14784277, 24.91354333 60.14785195, 24.91353346 60.14786561, 24.91355959 60.14787029, 24.91355579 60.14787554, 24.91352112 60.14786934, 24.91345108 60.14796627)))",24.913434683906388,60.14790558352469
279874362,灰色,浅灰色,"MultiPolygon (((24.89096653 60.19567383, 24.89116208 60.19558341, 24.89134533 60.19568132, 24.89114979 60.19577173, 24.89096653 60.19567383)))",24.891155931777448,60.1956775716359
281695575,灰色,深灰色,"MultiPolygon (((24.89682488 60.18986854, 24.89672309 60.18988191, 24.89656275 60.18958029, 24.8966645 60.18956692, 24.89682488 60.18986854)))",24.896693810047566,60.18972442421602
282868865,深蓝,浅灰,"MultiPolygon (((24.93262932 60.19502043, 24.93262154 60.19512096, 24.93251976 60.19511901, 24.93252755 60.19501848, 24.93262932 60.19502043)))",24.932574542420213,60.19506972082161
281345261,深灰色,浅灰色,"MultiPolygon (((24.92993967 60.19423027, 24.92989327 60.19435257, 24.92981816 60.19434553, 24.9298333 60.19430562, 24.92984107 60.19430635, 24.9298567 60.19426515, 24.92973355 60.19425361, 24.92974919 60.19421241, 24.92993967 60.19423027)))",24.92985184065263,60.19427068889193
280432714,白色,蓝色,"MultiPolygon (((24.92287464 60.19237797, 24.92245762 60.19250235, 24.92238308 60.19244059, 24.92235635 60.19244856, 24.92238179 60.19246963, 24.92230793 60.19249166, 24.92228012 60.19246863, 24.92231454 60.19245836, 24.92227786 60.19242797, 24.92276104 60.19228386, 24.92287464 60.19237797)))",24.922584933578488,60.192398052130926
280492530,灰色,蓝色,"MultiPolygon (((24.90720766 60.18803057, 24.90732295 60.18803164, 24.90731948 60.18812362, 24.9072015 60.18812252, 24.90720254 60.18809504, 24.90709529 60.18809404, 24.90709793 60.18802421, 24.90716496 60.18802483, 24.90716702 60.18797018, 24.90717774 60.18797028, 24.90717945 60.18792496, 24.90716337 60.18792481, 24.90716417 60.18790348, 24.90721243 60.18790393, 24.90720766 60.18803057)))",24.90721090943736,60.18804803023374
280728626,浅灰,浅灰,"MultiPolygon (((24.89887095 60.19001034, 24.8994415 60.19009574, 24.89938522 60.19018865, 24.89942457 60.19019454, 24.89939717 60.19023977, 24.89935291 60.19023315, 24.89934402 60.19024782, 24.89872675 60.19015543, 24.89879487 60.19004295, 24.89868912 60.19002712, 24.89872911 60.1899611, 24.8988865 60.18998466, 24.89887095 60.19001034)))",24.899064820957086,60.190117132068615
